"id_pelicula";"puntuacion";"porcentaje";"direccion";"guion";"argumento";"genero";"duracion";"titulo"
"tt10003672";0.0;0;"Olivier Aube";"Marc-Andre L'Abbee";"";"Comedia";0;"Spice du Jour - Rencontre avec Nathan Bright B.C"
"tt10003786";0.0;0;"Armando Milano";"Armando Milano";"A young journalist on his first assignment falls in love with his subject, an up and coming nightclub singer.";"Drama";9;"Rosie & Me"
"tt10003792";0.0;0;"Dinesh Lingden";"Dinesh Lingden";"";"Drama";0;"Adalat"
"tt10003806";0.0;0;"Mahadev Tripathi";"Bishesh Panta";"";"Comedia";0;"Jadugar 2"
"tt10003808";0.0;0;"Leanne Nicole";"Leanne Nicole";"A day in life of a teenager that resides in a dysfunctional home.";"Drama";0;"Okay"
"tt10003828";0.0;0;"Paul Tully";"Paul Tully";"";"Drama";0;"Atonement"
"tt10003866";0.0;0;"Carol Bellhouse";"Carol Bellhouse";"With her dreams purveying the past and future, a young woman is unsure if her adventure in love is ahead of her or a memory.";"Drama";0;"Erewhile"
"tt10003908";0.0;0;"Xavi Casanova";"Xavi Casanova";"A young couple with communication issues starts to finally share intimacy when they are stuck home with no electricity and in darkness.";"Drama";0;"Candle Light"
"tt10003916";0.0;0;"Remi Protin";"Stephane Zuede";"";"Romance";0;"Rencontre"
"tt10003982";0.0;0;"Gorkem Koroglu";"Gorkem Koroglu";"Ashley, a young girl who is plagues by recurring nightmares, will have to face the darkness.";"Suspense";12;"Premonition"
"tt10003990";0.0;0;"Valeri Lilov";"Valeri Lilov";"In an old caravan, a lone mentally ill mother tries to fight her own demons while her little daughter, never seen outside world, attempts to communicate and help her out.";"Drama";0;"Child of Wisdom"
"tt10003994";7.5;75;"Skip Shea";"Skip Shea";"A grieving mother holds onto her Catholic faith as her husband leaves to study and learn the secrets of an old New England cult. Secrets that the Catholic Church wants for their own use. Meanwhile the cult has deadly plans of their own.";"Terror";90;"Seeds"
"tt10004074";0.0;0;"Bijoy Banerjee";"Shabir Sheikh";"Ali wants to be a boxer, only he is blind. In the eyes of the sighted his ambitions are impossible. But Ali is not concerned about their opinions or approval, his dream is all that matters.";"Drama";0;"Ali the Blind Boxer"
"tt10004108";4.8;48;"Andy Collier";"Andy Collier, Paul Kane, Tor Mian";"After his mother's death, Isaac and pregnant wife visit his Norwegian island birthplace for an inheritance. They uncover Isaac's dark past secrets. Their trip turns nightmarish when they encounter a cult worshipping a sea deity.";"Terror, Misterio, Suspense";87;"Sacrifice"
"tt10004180";0.0;0;"Steve Olander";"Rocky Karlage";"First film for the beginning of ""The Ghost Walk Saga"" series of films - ""The Harvest Ball"" foreshadows the Dawson family film series ""The Ghost Walk Saga"". Nominated for ""Best Animation"" at the 2017 Finow Film Festival, Germany.";"Drama";4;"Ghost Walk: The Harvest Ball"
"tt10004182";0.0;0;"Xavier Hale";"Xavier Hale, Errol Parker II";"Two roommates have a disagreement about a Skillet";"Accion";3;"Skillet"
"tt10004232";0.0;0;"Pacifique Aganze Tabaro";"Pacifique Aganze Tabaro";"";"Drama";0;"Kadogo"
"tt10004258";0.0;0;"Jeffrey Louis Salkilld";"Jeffrey Louis Salkilld";"A short film about Sam, a millennial suffering from an extreme Smartphone addiction. When Sam is mugged and her phone stolen, she will go to extreme lengths to get it back.";"Suspense";0;"Disquiet"
"tt10004266";0.0;0;"Lina Jalala";"Giorgio Paoletti";"";"Drama";14;"Hanna Wins"
"tt10004294";0.0;0;"James Barth Kabuya";"James Barth Kabuya";"";"Drama";0;"Menace Commune"
"tt10004368";7.0;70;"Piotr Domalewski";"Piotr Domalewski";"Olka debe viajar a Irlanda para traer el cuerpo de su padre de regreso a Polonia despues de que murio trabajando en un sitio de construccion.";"Comedia, Drama";98;"I never cry (Yo nunca lloro)"
"tt10004384";0.0;0;"Paul K.V";"Paul K.V";"";"Drama";0;"Neon Passion"
"tt10004396";4.9;49;"Arash Zaree";"Mehrdad Jafarian, Arash Zaree";"A simple kind woman leads a hard, unsatisfactory life with her husband. She unintentionally caused her husband's death. But she begins a new life with his dead body.";"Drama, Suspense";102;"When I Became a Butterfly"
"tt10004574";4.7;47;"Rodney Jackson";"Tavares M. Wilson";"Jacob and Mia Patterson had a seemingly perfect life until one decision has them questioning everything that's happened between them.";"Drama, Suspense";78;"Paradise"
"tt10004822";0.0;0;"Ryan Henry Knight";"Ryan Henry Knight";"A girl haunted by grief is reconnected with her estranged sister as they come to terms with the dark truth behind their distanced relationship.";"Drama, Misterio";16;"Ludere"
"tt10004884";0.0;0;"Marius LoBont";"Marius LoBont";"After escaping a potential kidnapping, Daisy must confront her inner demons and she plots revenge.";"Suspense";0;"Night Out"
"tt10004934";0.0;0;"Patrick Willems";"Patrick Willems";"A Moviegoer kills an annoying moviegoer.";"Accion";0;"Oscar Buzz"
"tt10004942";0.0;0;"Chase Campbell";"Chase Campbell";"Evelyn hasn't been feeling herself lately.";"Terror";5;"Cut"
"tt10004944";3.9;39;"Rec Revan";"Rec Revan";"A crime, mystery, time travel story... which fits marvellously well and seems quite realistic despite the uncommon situations.";"Accion, Aventura, Terror";85;"Aporia"
"tt10005008";0.0;0;"Todd Redenius";"Cassandra Moselle";"Linda goes to a tomb to investigate the rumors that people are disappearing. What she finds is something very evil and will change her existence forever.";"Terror";0;"Ruckers Tomb"
"tt10005012";0.0;0;"Chase Campbell";"Chase Campbell";"Kelsey keeps running into her new friend Habeeb.";"Suspense";6;"Shutter"
"tt10005028";0.0;0;"Maverick Knox";"Maverick Knox";"";"Drama";6;"The Chair"
"tt10005030";8.1;81;"Rob Levinson";"Rob Levinson";"A self centered radio personality, learns the most valuable life lesson on the morning of September 11, 2001 - humility. The ever growing popularity of the Paul Lavigan Morning Show takes on new depths when Paul receives what seems to be his everyday mundane typical call. In the midst of conversation, a thunderous roar changes the course of both caller and Paul.";"Drama";39;"Where Were You"
"tt10005078";0.0;0;"Laurence E. Gibbs";"Jack Hunter II, Jade Michael LaFont, Tony Brown";"Two Social Media influencers are dieing to try the new RED NIGHT challenge. Will they be successful or will they end up a victim of social insecurity?";"Comedia, Terror";5;"Paranoia Tapes: URBAN LEGEND"
"tt10005120";0.0;0;"Sayoko Akutsu";"Sayoko Akutsu";"Since 360 years ago, back in Edo era in Japan, OFUKU has been searching for her mother. Strong faith in her mother's words made OFUKU live over her life-span as a human being.After parting with her mother, OFUKU, with love and sorrow, had been a wanderer.";"Drama, Familiar";15;"OFUKU: Separation"
"tt10005130";6.8;68;"Remedios Malvarez";"Arturo Andujar, Remedios Malvarez";"Una humilde escuela de musica intenta traer esperanza y nuevas oportunidades a sus alumnos, y mantiene unidos a los habitantes de las 3000 viviendas, a traves del lenguaje comun que es el flamenco.";"Documental, Drama";0;"Alala"
"tt10005186";0.0;0;"Ryan Berry";"Alexandera Yetman";"A woman decides whether to heed the signs the universe is sending her about her desires.";"Drama";11;"Along The Line"
"tt10005198";0.0;0;"Nathaniel Shields";"Nathaniel Shields";"A young girl moves to Hollywood against her father's wishes in hopes of becoming a famous actress. Will she finally gain his support?";"Drama";14;"FantasyLand"
"tt10005262";0.0;0;"C. Nathaniel Brown";"C. Nathaniel Brown, Kenya Hendricks";"When love is warming everyone's heart around the office, Ellis seems to be getting the cold shoulder. But the office won't be the same come Friday.";"Drama";10;"For Ellis"
"tt10005306";0.0;0;"Francois Lallier";"Maxime Seguin-Durand";"-Awareness campaign on drugs while driving. Using a pigeon and a squirrel, she recalls that the police are able to recognize a drugged driver. The campaign is aimed primarily at drivers aged 16 to 24.";"Comedia";1;"Publicite SAAQ - campagne publicitaire sur les drogues au volant (Pigeon)"
"tt10005378";5.2;52;"Michael Anthony Giudicissi";"Michael Anthony Giudicissi";"Billy the Kid, Pat Garrett, and 14 of his friends and enemies are interviewed about The Kid's life, death, and deadly participation in the Lincoln County War.";"Drama, Del oeste";104;"In Their Own Words, Billy the Kid & The Lincoln County War"
"tt10005506";0.0;0;"George Salcedo";"George Salcedo";"A young man struggles to deal with his father's life sentence in prison. As a result of this, he goes after the men who got his father locked up.";"Crimen, Drama";4;"Witness to Murder"
"tt10005516";8.6;86;"Jason Fragale";"Jason Fragale, Christopher Fragale";"Raffi, still plagued by grief from his mother's death, has his friendship tested by terminally ill David, who begs for help during his dying days.";"Drama";17;"Riviera"
"tt10005518";0.0;0;"S.A. Brown";"Kyon Edwards";"Rodney goes to a party and end up getting kidnapped by Queen the drug lord. Queen decided to hold Rodney for ransom. And if Queen doesn't get her money from his brother she is going to kill Rodney.";"Crimen, Drama";0;"Brotherly Love"
"tt10005520";9.8;98;"Branden J. Stanley";"Gregory Krajewski, Christopher Magruder, Julie Nelson";"A supernatural thriller about where heaven and earth meet. A captivating short film about the coming together of heaven and earth, The Veil Removed depicts the depth and power of the Mass as seen by saints and mystics, revealed by scripture and explored in the Catechism of the Catholic Church.";"Drama";7;"The Veil Removed"
"tt10005560";0.0;0;"Ryan Chapel";"Anthony Bello, Michael Robert, Jess Stainbrook";"A mysterious messenger delivers blank invitations to unsuspecting people that have more in common than we think.";"Drama";0;"The Invite"
"tt10005652";0.0;0;"Chavi Khare";"";"";"Suspense";0;"Parallel Tracks"
"tt10005740";0.0;0;"Benjamin Soukup";"David Sellers, Benjamin Soukup";"";"Terror";4;"On Off"
"tt10005772";8.0;80;"Michael Shumway";"Lex Hogan";"A farmer wakes up one morning to an unexpected apocalypse. As the last man alive, he decides to throw caution to the wind and start living his very best life.";"Comedia, Drama";0;"The Last Queen on Earth"
"tt10005850";0.0;0;"Dan Hewitt Owens";"Dan Hewitt Owens";"";"Drama";0;"Good Friends"
"tt10005864";6.5;65;"Sudip Chakraborty";"Debal Guha Roy";"Subham Biswas ""Shataf Figar"" a deft mountain climber goes missing on his dream expedition to climb the Everest. His body couldn't be rescued because of the harsh weather. The absence of Subham creates a void in the life of his wife Mrittika ""Indrani Halder"" and his mother ""Swatilekha Sengupta"". The film revolves round the strained relationship between the two women in... Leer todo";"Drama";101;"Barof 2019"
"tt10005966";0.0;0;"Anthony Lucido";"Anthony Lucido";"Over the course of a tense weekend, a young man tries to reclaim power over his guardian and stalkers.";"Drama";15;"Tender"
"tt10005988";0.0;0;"Laurids Knage Moller";"Laurids Knage Moller";"";"Suspense";0;"Farvel Sode"
"tt10006006";5.4;54;"John Schultz";"Nate Atkins, Karen Schaler";"Es Navidad en Aldovia, y todos esperan al bebe real. Amber y Richard acogen a la familia real de un lejano reino para renovar un tratado de paz, pero este desaparece y una antigua maldicion amenaza la paz de la familia.";"Familiar, Romance";84;"Un principe de Navidad: Bebe real"
"tt10006012";0.0;0;"Agostino Devastato";"Agostino Devastato";"Cafesigaret is an unexpected meeting between Silvio and Giggino in a smoky bar lost among the quarries of the suburbs of Naples. A meeting that happens today after twenty years when a dramatic secret has divided their paths.";"Drama";14;"Cafesigaret"
"tt10006056";6.2;62;"Gianfrancesco Lazotti";"Gianfrancesco Lazotti";"A spacious ballroom, a place outside of time, and the interlacing stories of its customers on a Saturday night.";"Drama";90;"La notte e piccola per noi"
"tt10006114";0.0;0;"";"";"";"";0;""
"tt10006124";6.1;61;"David Banta-Garcia";"David Banta-Garcia, H.P. Lovecraft";"Un viajero se encuentra en un oscuro y extrano viaje hacia la localidad de Innsmouth.";"Fantasia, Terror";33;"Innsmouth x"
"tt10006156";0.0;0;"Dinesh Babu";"Akshay Krishnan, Vjay Kumar, Ashwaria Ullas";"Akshay, a young and handsome college student and a talented dancer, enjoys a colorful college life. Although very popular among his peers, Akshay, who is smitten by Radhika, feels dejected after she neglects him. To make matters worse, Akshay's life is turned upside down due to one unexpected incident. How he copes with it, forms the crux.";"Drama";128;"Krishnam"
"tt10006160";4.8;48;"Janis Rafailidou";"Janis Rafailidou";"In a big city somewhere in the south of Europe, a couple takes care of dead animals and abandoned roadkill as an act to give meaning to their life. Kala azar is a meditation on the paradox of life-circles among beings of different species.";"Drama, Fantasia";91;"Kala azar"
"tt10006180";0.0;0;"Young Man Kang";"Heaven Choi, Young Man Kang";"";"Drama";17;"Destiny"
"tt10006208";7.0;70;"Eric Raunio";"Eric Raunio";"An aspiring picture artist goes to great lengths to produce just the right pieces for his upcoming show. Break a leg.";"Comedia";3;"Modern Art"
"tt10006220";0.0;0;"Laura Dorn";"Georg Buchner, Jonathan Parr";"";"Drama";30;"Fragments"
"tt10006238";6.4;64;"Noemie Merlant";"Noemie Merlant";"While trying to save her family from a return to the street, Shakira, a young gypsy woman, meets Marius, a member of a robber gang.";"Drama";27;"Shakira"
"tt10006250";0.0;0;"Adil Zubair";"Adil Zubair";"";"Comedia";10;"Jay and Anna"
"tt10006258";0.0;0;"Eric Ogden";"Eric Ogden";"When her distressed younger sister isolates herself in a secluded motel, Caitlin takes it upon herself to do an intervention. But as day turns to night and her sister's paranoia takes hold, the world she describes to Caitlin begins to seem almost plausible.";"Drama, Suspense";27;"Motel"
"tt10006262";0.0;0;"Lina Jalala";"Lina Jalala";"After being sexually assaulted by her boyfriend's best friend, a college student is terrified that this can be turned against her if she speaks up. She has no proof and he studies law.";"Drama";10;"Hear a No"
"tt10006270";4.9;49;"Tilde Harkamp";"Claudia Boderke, Lars Mering";"Single mom Eva goes on a weekend of hotel, sauna, bikini wax and pheasant hunting with her ex's cute, young girlfriend, Bella, and their married friend, Marlene, so she can have an affair there. Nothing goes as planned.";"Comedia, Drama";92;"Jagtsaeson"
"tt10006276";0.0;0;"Aljoyus Eccles";"Aljoyus Eccles";"Jaran who is the outside son for Mr. Howard is struggling with the fact of not being accepted by his own brothers and sisters. Little do he know the Howards has their own secrets and issues they are trying to cover up. Will Jaran ever get the chance to be accepted by his family before its too late or will their secrets and issues be everyone's demise.";"Drama";0;"He's My Daddy Too"
